,datetime,PM10,PM2_5,NITROGEN_DIOXIDE,SULPHUR_DIOXIDE,OZONE,CARBON_MONOXIDE,T2M,RH2M,WS2M,WD2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
1937,2022-12-20 17:00:00+00:00,185.3,126.2,79.3,108.6,21.0,1808.0,10.45,62.89,1.31,338.9,0.0,0.0
1938,2022-12-20 18:00:00+00:00,183.5,124.8,70.7,92.0,23.0,1701.0,9.44,67.69,1.29,342.4,0.0,0.0
1939,2022-12-20 19:00:00+00:00,176.0,119.2,64.9,82.4,26.0,1607.0,8.64,71.45,1.28,345.5,0.0,0.0
1940,2022-12-20 20:00:00+00:00,167.2,113.4,59.3,75.3,30.0,1501.0,8.08,73.79,1.25,347.5,0.0,0.0
1941,2022-12-20 21:00:00+00:00,158.3,107.3,52.7,68.3,36.0,1371.0,7.75,74.59,1.22,346.2,0.0,0.0
1942,2022-12-20 22:00:00+00:00,151.8,103.1,48.4,64.3,40.0,1277.0,7.7,73.81,1.21,342.6,0.0,0.0
1943,2022-12-20 23:00:00+00:00,148.5,101.3,44.7,61.8,45.0,1188.0,7.7,72.48,1.21,338.7,0.0,0.0
1944,2022-12-21 00:00:00+00:00,159.3,109.0,44.7,70.9,45.0,1182.0,7.73,71.16,1.2,336.0,0.0,0.0
1945,2022-12-21 01:00:00+00:00,164.8,113.2,45.1,71.6,43.0,1273.0,7.69,70.35,1.19,333.4,0.0,0.0
1946,2022-12-21 02:00:00+00:00,177.4,122.5,45.7,72.8,42.0,1401.0,8.84,68.46,0.93,333.2,0.0,95.5
1947,2022-12-21 03:00:00+00:00,193.2,134.1,45.6,76.9,51.0,1509.0,11.91,56.59,1.6,340.3,0.0,228.9
1948,2022-12-21 04:00:00+00:00,186.7,129.5,43.4,82.5,77.0,1481.0,14.2,51.09,1.39,349.7,0.0,360.3
1949,2022-12-21 05:00:00+00:00,172.3,119.2,40.3,89.8,114.0,1399.0,17.81,43.59,1.49,355.8,0.0,460.25
1950,2022-12-21 06:00:00+00:00,155.5,108.0,39.8,103.2,151.0,1300.0,21.72,30.51,2.1,357.5,0.0,532.67
1951,2022-12-21 07:00:00+00:00,135.5,93.6,43.9,114.2,161.0,1239.0,23.07,26.78,2.07,350.8,0.0,484.35
1952,2022-12-21 08:00:00+00:00,124.8,85.9,50.8,126.8,161.0,1183.0,23.54,25.63,2.01,345.6,0.0,448.5
1953,2022-12-21 09:00:00+00:00,120.1,82.7,64.1,154.5,149.0,1241.0,23.03,27.15,1.85,340.4,0.0,317.77
1954,2022-12-21 10:00:00+00:00,116.4,79.9,80.2,195.8,128.0,1484.0,21.24,41.03,1.04,334.4,0.0,177.25
1955,2022-12-21 11:00:00+00:00,129.0,89.2,100.1,247.3,98.0,1838.0,17.74,49.13,1.09,327.3,0.0,30.9
1956,2022-12-21 12:00:00+00:00,161.6,111.5,126.6,78.7,46.0,2306.0,15.38,49.61,1.31,323.4,0.0,0.0
1957,2022-12-21 13:00:00+00:00,185.8,128.1,126.8,88.8,37.0,2618.0,13.89,54.05,1.32,321.7,0.0,0.0
1958,2022-12-21 14:00:00+00:00,190.5,130.9,126.9,102.9,24.0,3055.0,12.57,58.07,1.31,322.8,0.0,0.0
1959,2022-12-21 15:00:00+00:00,190.0,129.9,121.1,113.1,13.0,3373.0,11.44,61.42,1.32,326.4,0.0,0.0
1960,2022-12-21 16:00:00+00:00,183.5,124.3,107.8,106.4,15.0,3183.0,10.54,63.86,1.38,332.3,0.0,0.0
1961,2022-12-21 17:00:00+00:00,175.6,118.5,89.7,92.4,21.0,2771.0,9.82,65.7,1.49,339.1,0.0,0.0
1962,2022-12-21 18:00:00+00:00,169.0,113.6,69.1,74.1,30.0,2222.0,9.24,66.95,1.63,345.1,0.0,0.0
1963,2022-12-21 19:00:00+00:00,161.6,108.5,60.8,64.1,35.0,1911.0,8.71,67.98,1.77,349.3,0.0,0.0
1964,2022-12-21 20:00:00+00:00,156.9,105.2,55.6,55.1,39.0,1618.0,8.21,68.72,1.85,351.9,0.0,0.0
1965,2022-12-21 21:00:00+00:00,152.3,102.7,50.0,46.0,44.0,1324.0,7.71,69.72,1.8,353.0,0.0,0.0
1966,2022-12-21 22:00:00+00:00,148.1,100.1,44.5,42.2,48.0,1179.0,7.25,71.0,1.66,352.7,0.0,0.0
1967,2022-12-21 23:00:00+00:00,143.9,98.3,39.1,40.5,52.0,1095.0,6.89,72.13,1.56,351.9,0.0,0.0
1968,2022-12-22 00:00:00+00:00,136.9,94.3,34.1,40.3,58.0,1109.0,6.6,73.12,1.46,350.9,0.0,0.0
1969,2022-12-22 01:00:00+00:00,138.3,95.7,42.9,41.0,50.0,1422.0,6.38,74.1,1.39,349.3,0.0,0.0
1970,2022-12-22 02:00:00+00:00,145.8,101.0,55.3,42.0,39.0,1861.0,8.36,67.93,1.59,347.3,0.0,81.47
1971,2022-12-22 03:00:00+00:00,154.6,107.6,66.5,44.3,38.0,2216.0,11.15,56.72,2.7,345.0,0.0,200.18
1972,2022-12-22 04:00:00+00:00,154.6,107.6,66.2,47.7,58.0,2097.0,13.55,52.54,2.14,338.9,0.0,323.88
1973,2022-12-22 05:00:00+00:00,149.5,103.8,61.5,51.9,88.0,1782.0,17.09,44.76,2.28,337.6,0.0,420.25
1974,2022-12-22 06:00:00+00:00,129.5,89.9,53.2,55.4,124.0,1361.0,19.99,33.97,2.72,340.4,0.0,503.48
1975,2022-12-22 07:00:00+00:00,109.4,75.4,43.0,53.8,142.0,1085.0,21.25,30.59,2.38,329.1,0.0,491.83
1976,2022-12-22 08:00:00+00:00,98.3,67.3,30.7,50.0,156.0,811.0,21.63,30.36,2.13,320.3,0.0,419.62
1977,2022-12-22 09:00:00+00:00,90.1,61.2,29.4,48.5,156.0,720.0,21.47,31.38,1.97,315.8,0.0,293.45
1978,2022-12-22 10:00:00+00:00,83.8,56.2,52.0,52.3,130.0,988.0,20.03,43.64,1.16,310.8,0.0,159.15
1979,2022-12-22 11:00:00+00:00,93.1,63.1,87.2,58.8,89.0,1462.0,16.5,53.97,1.09,302.7,0.0,30.2
1980,2022-12-22 12:00:00+00:00,131.8,89.6,113.2,60.2,45.0,2125.0,14.33,53.94,1.29,306.5,0.0,0.0
1981,2022-12-22 13:00:00+00:00,159.3,108.5,116.4,60.5,34.0,2515.0,13.15,56.6,1.31,315.9,0.0,0.0
1982,2022-12-22 14:00:00+00:00,162.5,110.4,121.0,60.8,19.0,3068.0,12.06,58.9,1.33,326.3,0.0,0.0
1983,2022-12-22 15:00:00+00:00,163.4,110.6,124.4,61.0,3.0,3631.0,11.12,60.43,1.4,335.5,0.0,0.0
1984,2022-12-22 16:00:00+00:00,166.7,112.2,122.6,61.2,0.0,3766.0,10.35,61.34,1.48,341.9,0.0,0.0
1985,2022-12-22 17:00:00+00:00,170.4,114.3,118.4,61.3,0.0,3758.0,9.66,62.0,1.56,347.0,0.0,0.0
1986,2022-12-22 18:00:00+00:00,171.8,115.3,112.7,60.4,0.0,3587.0,9.03,62.61,1.62,351.5,0.0,0.0
1987,2022-12-22 19:00:00+00:00,170.0,113.6,109.2,58.2,0.0,3313.0,8.46,63.62,1.62,355.8,0.0,0.0
1988,2022-12-22 20:00:00+00:00,167.6,111.8,105.7,55.0,0.0,2928.0,7.93,65.2,1.57,359.6,0.0,0.0
1989,2022-12-22 21:00:00+00:00,162.5,108.5,101.1,50.6,0.0,2447.0,7.46,67.0,1.46,2.4,0.0,0.0
1990,2022-12-22 22:00:00+00:00,155.5,104.1,97.4,47.0,4.0,2132.0,7.1,68.98,1.34,3.4,0.0,0.0
1991,2022-12-22 23:00:00+00:00,148.5,100.1,93.8,43.1,10.0,1837.0,6.87,70.55,1.26,4.1,0.0,0.0
1992,2022-12-23 00:00:00+00:00,159.7,108.5,96.3,47.3,9.0,1885.0,6.73,71.9,1.21,2.4,0.0,0.0
1993,2022-12-23 01:00:00+00:00,162.1,111.1,94.7,45.8,9.0,2263.0,6.63,73.08,1.19,359.5,0.0,0.0
1994,2022-12-23 02:00:00+00:00,174.6,120.1,92.2,43.8,10.0,2792.0,8.41,70.2,1.07,357.9,0.0,77.53
1995,2022-12-23 03:00:00+00:00,181.1,125.7,86.9,45.1,21.0,3139.0,11.54,57.3,2.2,355.6,0.0,198.48
1996,2022-12-23 04:00:00+00:00,181.1,125.7,80.6,52.4,46.0,2800.0,13.84,52.5,1.78,351.3,0.0,334.3
1997,2022-12-23 05:00:00+00:00,166.2,115.3,72.8,63.1,80.0,2154.0,17.54,42.29,1.32,352.2,0.0,453.7
1998,2022-12-23 06:00:00+00:00,123.9,85.4,62.7,75.2,118.0,1410.0,21.54,29.44,0.34,323.5,0.0,467.52
1999,2022-12-23 07:00:00+00:00,111.8,76.8,51.8,79.2,137.0,1090.0,22.73,29.12,0.53,289.8,0.0,466.4
2000,2022-12-23 08:00:00+00:00,106.4,72.9,40.2,81.1,152.0,870.0,22.92,29.67,0.72,317.2,0.0,376.85
2001,2022-12-23 09:00:00+00:00,105.9,72.6,43.0,84.4,152.0,935.0,22.25,31.18,0.84,330.1,0.0,277.8
2002,2022-12-23 10:00:00+00:00,107.8,74.0,75.1,90.8,128.0,1452.0,20.72,42.68,0.72,335.6,0.0,139.02
2003,2022-12-23 11:00:00+00:00,130.4,90.3,122.9,98.6,89.0,2251.0,17.15,54.15,1.0,335.2,0.0,26.3
2004,2022-12-23 12:00:00+00:00,160.2,110.8,133.4,86.2,44.0,2689.0,14.39,57.04,1.25,336.5,0.0,0.0
2005,2022-12-23 13:00:00+00:00,168.6,116.6,127.8,79.5,37.0,2741.0,13.18,58.94,1.44,340.1,0.0,0.0
2006,2022-12-23 14:00:00+00:00,158.3,109.4,119.8,69.8,27.0,2812.0,12.3,59.49,1.66,344.0,0.0,0.0
2007,2022-12-23 15:00:00+00:00,152.7,105.5,110.2,59.0,16.0,2827.0,11.62,59.24,1.94,347.8,0.0,0.0
2008,2022-12-23 16:00:00+00:00,150.4,103.6,105.7,55.2,12.0,2732.0,11.08,59.13,2.24,351.5,0.0,0.0
2009,2022-12-23 17:00:00+00:00,148.1,101.7,102.2,53.2,10.0,2576.0,10.47,60.34,2.44,355.5,0.0,0.0
2010,2022-12-23 18:00:00+00:00,143.0,98.3,97.7,50.7,9.0,2311.0,9.71,62.97,2.39,359.3,0.0,0.0
2011,2022-12-23 19:00:00+00:00,136.4,93.4,94.1,47.3,10.0,2053.0,8.94,66.05,2.19,1.3,0.0,0.0
2012,2022-12-23 20:00:00+00:00,131.3,89.9,90.6,43.7,12.0,1752.0,8.33,68.42,2.03,359.7,0.0,0.0
2013,2022-12-23 21:00:00+00:00,128.1,87.5,84.2,40.0,16.0,1424.0,7.88,69.8,1.92,354.6,0.0,0.0
2014,2022-12-23 22:00:00+00:00,124.8,85.0,76.6,38.7,21.0,1263.0,7.57,70.53,1.89,347.8,0.0,0.0
2015,2022-12-23 23:00:00+00:00,121.5,82.7,67.4,38.2,27.0,1153.0,7.35,71.13,1.97,341.4,0.0,0.0
2016,2022-12-24 00:00:00+00:00,112.7,76.1,44.3,41.9,46.0,1021.0,7.11,72.03,2.04,335.3,0.0,0.0
2017,2022-12-24 01:00:00+00:00,112.5,75.7,47.4,41.8,45.0,1224.0,6.89,72.7,2.24,330.9,0.0,0.0
2018,2022-12-24 02:00:00+00:00,114.3,76.6,51.8,41.9,44.0,1511.0,8.08,66.92,3.29,327.0,0.0,72.22
2019,2022-12-24 03:00:00+00:00,116.6,78.0,55.2,43.3,50.0,1746.0,9.93,60.27,3.38,322.7,0.0,212.6
2020,2022-12-24 04:00:00+00:00,120.1,79.9,54.2,47.2,64.0,1682.0,12.78,53.04,3.04,317.5,0.0,333.67
2021,2022-12-24 05:00:00+00:00,120.1,79.9,51.2,52.3,83.0,1496.0,16.95,41.18,3.72,324.6,0.0,443.92
2022,2022-12-24 06:00:00+00:00,110.4,73.3,45.8,56.2,106.0,1225.0,19.71,34.95,3.69,320.8,0.0,507.25
2023,2022-12-24 07:00:00+00:00,95.2,62.4,38.3,53.9,121.0,1020.0,20.73,34.85,3.35,313.5,0.0,503.25
2024,2022-12-24 08:00:00+00:00,84.1,54.2,29.2,49.0,135.0,800.0,20.95,34.6,3.27,309.3,0.0,432.02
2025,2022-12-24 09:00:00+00:00,77.8,48.9,26.1,43.5,139.0,670.0,20.44,34.71,3.28,308.7,0.0,310.3
2026,2022-12-24 10:00:00+00:00,75.9,46.2,38.5,42.0,121.0,808.0,18.98,39.66,2.63,308.0,0.0,174.93
2027,2022-12-24 11:00:00+00:00,80.1,49.2,58.6,41.5,91.0,1079.0,14.93,53.8,1.61,307.2,0.0,34.9
2028,2022-12-24 12:00:00+00:00,86.8,52.6,73.4,37.5,61.0,1226.0,12.14,57.97,1.78,309.1,0.0,0.0
2029,2022-12-24 13:00:00+00:00,99.4,59.0,73.9,37.2,55.0,1347.0,11.07,59.14,1.92,311.0,0.0,0.0
2030,2022-12-24 14:00:00+00:00,107.3,63.1,74.7,37.0,46.0,1518.0,10.06,61.23,1.95,311.9,0.0,0.0
2031,2022-12-24 15:00:00+00:00,111.8,65.4,73.9,36.3,38.0,1649.0,9.27,62.97,2.05,311.2,0.0,0.0
2032,2022-12-24 16:00:00+00:00,112.2,66.1,71.2,35.6,38.0,1589.0,8.67,64.04,2.2,312.2,0.0,0.0
2033,2022-12-24 17:00:00+00:00,109.4,65.7,67.2,34.6,41.0,1448.0,8.03,65.26,2.28,316.4,0.0,0.0
2034,2022-12-24 18:00:00+00:00,104.8,64.7,59.8,33.4,47.0,1265.0,7.35,66.17,2.26,321.7,0.0,0.0
2035,2022-12-24 19:00:00+00:00,101.5,64.3,51.5,32.5,54.0,1167.0,6.66,67.25,2.18,324.0,0.0,0.0
2036,2022-12-24 20:00:00+00:00,100.8,65.0,41.3,31.8,63.0,1078.0,6.01,68.46,2.06,323.3,0.0,0.0
2037,2022-12-24 21:00:00+00:00,102.0,66.4,31.0,31.2,72.0,1012.0,5.5,69.51,2.05,320.3,0.0,0.0
2038,2022-12-24 22:00:00+00:00,103.8,68.2,26.9,31.5,75.0,997.0,5.15,70.13,2.21,316.8,0.0,0.0
2039,2022-12-24 23:00:00+00:00,106.2,70.3,25.0,32.3,76.0,1014.0,4.83,71.17,2.34,315.2,0.0,0.0
2040,2022-12-25 00:00:00+00:00,106.2,70.8,25.4,33.2,79.0,1138.0,4.49,72.72,2.4,313.7,0.0,0.0
2041,2022-12-25 01:00:00+00:00,110.8,74.3,35.2,33.8,68.0,1446.0,4.18,73.98,2.45,312.7,0.0,0.0
2042,2022-12-25 02:00:00+00:00,118.5,80.1,49.2,34.8,52.0,1879.0,5.55,67.27,3.35,311.3,0.0,77.62
2043,2022-12-25 03:00:00+00:00,126.2,85.7,61.2,38.0,46.0,2237.0,7.63,60.16,3.25,306.5,0.0,199.82
2044,2022-12-25 04:00:00+00:00,124.8,84.8,59.1,43.5,66.0,2136.0,10.59,53.51,2.69,299.0,0.0,324.02
2045,2022-12-25 05:00:00+00:00,123.4,83.8,51.3,50.8,99.0,1847.0,14.68,41.28,3.43,313.0,0.0,418.25
2046,2022-12-25 06:00:00+00:00,122.5,83.4,40.6,57.4,139.0,1472.0,16.74,36.48,3.59,316.7,0.0,520.08
2047,2022-12-25 07:00:00+00:00,116.2,78.7,32.1,56.7,160.0,1256.0,18.0,34.58,3.19,311.8,0.0,521.05
2048,2022-12-25 08:00:00+00:00,106.4,71.7,23.1,53.2,178.0,1054.0,18.64,33.34,2.83,307.4,0.0,433.77
2049,2022-12-25 09:00:00+00:00,99.2,66.4,23.1,49.7,182.0,991.0,18.42,33.79,2.53,305.2,0.0,310.2
2050,2022-12-25 10:00:00+00:00,95.0,62.9,41.8,50.2,157.0,1212.0,16.89,44.94,1.54,303.9,0.0,169.02
2051,2022-12-25 11:00:00+00:00,102.4,68.2,70.6,51.9,116.0,1592.0,13.17,58.58,1.1,303.8,0.0,33.9
2052,2022-12-25 12:00:00+00:00,130.4,87.1,84.7,172.7,80.0,1769.0,11.03,61.83,1.24,306.8,0.0,0.0
2053,2022-12-25 13:00:00+00:00,144.4,95.5,83.1,151.6,71.0,1733.0,10.09,65.63,1.26,310.2,0.0,0.0
2054,2022-12-25 14:00:00+00:00,151.8,100.4,80.8,121.6,57.0,1683.0,9.27,69.67,1.28,312.2,0.0,0.0
2055,2022-12-25 15:00:00+00:00,158.8,104.8,77.8,87.9,41.0,1641.0,8.57,72.37,1.34,313.5,0.0,0.0
2056,2022-12-25 16:00:00+00:00,165.3,108.7,76.4,75.4,33.0,1655.0,9.04,69.85,1.36,315.0,0.0,0.0
2057,2022-12-25 17:00:00+00:00,169.5,111.3,75.2,68.7,27.0,1691.0,9.04,68.72,1.21,324.7,0.0,0.0
2058,2022-12-25 18:00:00+00:00,171.4,112.9,72.6,63.2,21.0,1731.0,8.55,69.43,1.22,323.7,0.0,0.0
2059,2022-12-25 19:00:00+00:00,169.0,111.5,69.3,60.7,19.0,1743.0,7.47,72.12,1.46,314.4,0.0,0.0
2060,2022-12-25 20:00:00+00:00,166.7,110.6,65.4,60.3,20.0,1747.0,6.81,72.88,1.5,313.9,0.0,0.0
2061,2022-12-25 21:00:00+00:00,163.4,109.0,59.8,59.8,21.0,1726.0,6.3,73.3,1.52,314.2,0.0,0.0
2062,2022-12-25 22:00:00+00:00,158.8,106.4,55.2,58.0,23.0,1672.0,5.83,73.99,1.61,314.2,0.0,0.0
2063,2022-12-25 23:00:00+00:00,153.2,103.4,50.3,55.8,25.0,1595.0,5.39,74.88,1.66,314.3,0.0,0.0
2064,2022-12-26 00:00:00+00:00,154.6,104.5,51.4,54.0,27.0,1578.0,4.96,76.1,1.64,315.5,0.0,0.0
2065,2022-12-26 01:00:00+00:00,151.3,103.1,47.7,47.8,27.0,1568.0,4.56,77.37,1.56,316.0,0.0,0.0
2066,2022-12-26 02:00:00+00:00,153.2,105.2,42.5,39.4,28.0,1555.0,6.15,69.82,2.24,315.2,0.0,43.15
2067,2022-12-26 03:00:00+00:00,158.3,109.4,37.7,38.1,38.0,1539.0,8.23,61.33,2.74,312.2,0.0,98.0
2068,2022-12-26 04:00:00+00:00,157.9,109.2,37.5,52.2,58.0,1540.0,10.93,54.85,2.15,304.6,0.0,145.75
2069,2022-12-26 05:00:00+00:00,153.2,106.2,39.0,74.4,85.0,1546.0,14.99,42.98,2.3,322.2,0.0,173.55
2070,2022-12-26 06:00:00+00:00,147.6,102.2,42.7,102.8,115.0,1527.0,18.18,34.6,2.56,337.4,0.0,255.1
2071,2022-12-26 07:00:00+00:00,135.0,93.1,45.5,116.1,129.0,1440.0,19.67,33.02,2.11,341.7,0.0,255.32
2072,2022-12-26 08:00:00+00:00,124.8,85.9,49.2,126.9,139.0,1321.0,20.57,32.97,1.8,342.9,0.0,340.83
2073,2022-12-26 09:00:00+00:00,121.1,83.1,58.4,148.2,139.0,1296.0,20.53,34.23,1.77,331.7,0.0,256.58
2074,2022-12-26 10:00:00+00:00,121.1,82.9,72.6,182.1,121.0,1511.0,19.38,43.09,1.26,319.8,0.0,140.05
2075,2022-12-26 11:00:00+00:00,129.9,89.4,90.6,223.7,93.0,1845.0,15.66,56.29,1.08,307.8,0.0,30.65
2076,2022-12-26 12:00:00+00:00,169.0,116.4,99.5,235.1,59.0,2068.0,13.13,58.05,1.31,307.0,0.0,0.0
2077,2022-12-26 13:00:00+00:00,184.9,126.7,97.2,202.3,50.0,1963.0,11.93,60.92,1.35,311.1,0.0,0.0
2078,2022-12-26 14:00:00+00:00,178.8,122.0,93.7,155.5,38.0,1814.0,11.05,62.33,1.41,315.0,0.0,0.0
2079,2022-12-26 15:00:00+00:00,170.9,115.7,88.3,101.6,25.0,1620.0,10.36,62.89,1.49,317.4,0.0,0.0
2080,2022-12-26 16:00:00+00:00,166.2,111.8,84.2,78.8,22.0,1499.0,9.73,62.83,1.61,318.8,0.0,0.0
2081,2022-12-26 17:00:00+00:00,163.4,109.4,79.5,63.8,23.0,1385.0,9.12,62.71,1.74,319.9,0.0,0.0
2082,2022-12-26 18:00:00+00:00,160.2,106.9,72.1,50.8,26.0,1272.0,8.48,63.01,1.91,321.0,0.0,0.0
2083,2022-12-26 19:00:00+00:00,156.5,104.8,64.8,45.8,30.0,1232.0,7.84,63.69,2.09,320.2,0.0,0.0
2084,2022-12-26 20:00:00+00:00,154.6,103.6,56.7,45.3,35.0,1221.0,7.21,64.61,2.25,318.4,0.0,0.0
2085,2022-12-26 21:00:00+00:00,153.2,103.4,46.3,45.8,43.0,1215.0,6.49,66.22,2.19,316.8,0.0,0.0
2086,2022-12-26 22:00:00+00:00,151.8,102.9,39.2,45.2,48.0,1204.0,5.8,68.05,2.11,315.0,0.0,0.0
2087,2022-12-26 23:00:00+00:00,150.4,102.4,32.5,44.8,54.0,1196.0,5.3,69.19,2.1,314.4,0.0,0.0
2088,2022-12-27 00:00:00+00:00,147.6,100.4,24.8,44.3,63.0,1191.0,4.85,70.86,2.05,312.8,0.0,0.0
2089,2022-12-27 01:00:00+00:00,147.1,100.1,24.0,42.8,64.0,1203.0,4.47,73.17,1.98,310.9,0.0,0.0
2090,2022-12-27 02:00:00+00:00,147.6,100.6,22.9,40.8,66.0,1222.0,6.18,66.68,3.07,307.1,0.0,67.25
2091,2022-12-27 03:00:00+00:00,148.5,101.0,23.2,43.2,76.0,1264.0,8.54,59.34,3.35,299.9,0.0,157.95
2092,2022-12-27 04:00:00+00:00,150.4,102.0,25.7,52.1,94.0,1325.0,12.0,51.41,3.05,290.3,0.0,272.75
2093,2022-12-27 05:00:00+00:00,150.9,101.5,29.5,65.1,117.0,1402.0,16.58,39.8,3.68,299.1,0.0,371.42
2094,2022-12-27 06:00:00+00:00,151.3,102.0,35.5,83.0,143.0,1466.0,19.66,31.09,4.63,308.3,0.0,490.4
2095,2022-12-27 07:00:00+00:00,150.4,100.4,40.2,96.5,154.0,1454.0,21.36,27.22,4.8,308.1,0.0,548.55
2096,2022-12-27 08:00:00+00:00,144.4,95.0,45.2,110.5,159.0,1410.0,21.85,26.33,4.77,306.1,0.0,480.08
2097,2022-12-27 09:00:00+00:00,136.9,87.8,52.0,123.1,156.0,1350.0,21.35,27.45,4.46,304.9,0.0,357.52
2098,2022-12-27 10:00:00+00:00,129.9,81.0,58.0,126.2,139.0,1325.0,19.74,34.16,3.11,302.7,0.0,198.73
2099,2022-12-27 11:00:00+00:00,122.5,75.7,64.3,125.2,114.0,1303.0,15.41,48.07,1.81,298.0,0.0,42.53
2100,2022-12-27 12:00:00+00:00,133.6,85.2,78.7,143.4,78.0,1382.0,12.78,52.74,1.91,296.0,0.0,0.0
2101,2022-12-27 13:00:00+00:00,136.0,85.7,70.4,120.2,77.0,1280.0,12.04,53.48,2.09,296.7,0.0,0.0
2102,2022-12-27 14:00:00+00:00,133.6,83.8,58.6,87.2,75.0,1136.0,11.39,53.98,2.26,298.8,0.0,0.0
2103,2022-12-27 15:00:00+00:00,132.7,83.1,44.4,51.3,75.0,982.0,10.77,54.55,2.41,301.5,0.0,0.0
2104,2022-12-27 16:00:00+00:00,131.3,82.7,37.3,40.0,78.0,940.0,10.14,55.37,2.54,302.4,0.0,0.0
2105,2022-12-27 17:00:00+00:00,129.5,82.4,31.8,36.0,82.0,933.0,9.52,56.12,2.64,302.6,0.0,0.0
2106,2022-12-27 18:00:00+00:00,128.5,82.7,26.0,34.0,85.0,935.0,8.92,57.02,2.73,303.1,0.0,0.0
2107,2022-12-27 19:00:00+00:00,128.5,83.4,23.1,33.2,84.0,933.0,8.42,57.95,2.88,304.5,0.0,0.0
2108,2022-12-27 20:00:00+00:00,129.5,84.3,21.2,34.4,82.0,936.0,7.91,59.22,2.92,306.1,0.0,0.0
2109,2022-12-27 21:00:00+00:00,129.0,84.3,19.4,35.7,79.0,939.0,7.41,60.8,2.88,306.4,0.0,0.0
2110,2022-12-27 22:00:00+00:00,127.6,83.4,17.8,35.1,78.0,932.0,6.96,62.38,2.8,305.1,0.0,0.0
2111,2022-12-27 23:00:00+00:00,125.7,82.0,16.5,34.2,77.0,922.0,6.7,63.19,2.95,302.0,0.0,0.0
2112,2022-12-28 00:00:00+00:00,120.1,78.0,14.8,32.2,79.0,894.0,6.49,63.81,3.11,297.6,0.0,0.0
2113,2022-12-28 01:00:00+00:00,121.1,78.7,16.5,31.4,74.0,918.0,6.23,64.66,3.14,292.9,0.0,0.0
2114,2022-12-28 02:00:00+00:00,123.9,80.8,19.0,30.5,67.0,954.0,7.56,59.04,3.97,287.9,0.0,101.1
2115,2022-12-28 03:00:00+00:00,127.1,82.7,22.2,33.1,67.0,1009.0,10.04,51.63,4.17,281.9,0.0,278.4
2116,2022-12-28 04:00:00+00:00,129.5,84.1,23.5,40.1,80.0,1063.0,13.62,44.46,3.94,276.9,0.0,448.3
2117,2022-12-28 05:00:00+00:00,128.1,83.1,24.5,50.0,100.0,1125.0,18.17,33.61,5.16,293.6,0.0,568.5
2118,2022-12-28 06:00:00+00:00,126.7,82.0,27.5,64.8,123.0,1177.0,21.01,26.8,6.06,301.6,0.0,608.45
2119,2022-12-28 07:00:00+00:00,123.4,78.7,31.8,77.3,134.0,1169.0,22.34,23.92,6.05,301.4,0.0,604.47
2120,2022-12-28 08:00:00+00:00,119.2,73.3,37.3,91.0,142.0,1136.0,22.84,22.27,5.97,301.6,0.0,531.03
2121,2022-12-28 09:00:00+00:00,113.9,67.3,45.4,105.4,141.0,1100.0,22.28,22.85,5.34,301.0,0.0,398.7
2122,2022-12-28 10:00:00+00:00,108.7,62.4,53.1,112.9,126.0,1106.0,20.46,28.97,3.5,296.9,0.0,226.07
2123,2022-12-28 11:00:00+00:00,103.8,60.5,61.7,118.2,102.0,1124.0,15.9,43.48,1.81,286.7,0.0,50.53
2124,2022-12-28 12:00:00+00:00,109.7,64.5,66.9,103.4,81.0,1042.0,13.01,48.53,1.77,279.4,0.0,0.0
2125,2022-12-28 13:00:00+00:00,114.6,67.5,61.6,88.2,79.0,1015.0,12.15,49.49,1.88,276.1,0.0,0.0
2126,2022-12-28 14:00:00+00:00,118.7,71.2,54.0,66.5,77.0,976.0,11.52,49.91,2.04,277.9,0.0,0.0
2127,2022-12-28 15:00:00+00:00,122.0,74.5,45.3,43.3,74.0,946.0,10.89,51.1,2.09,283.3,0.0,0.0
2128,2022-12-28 16:00:00+00:00,123.9,77.1,42.0,36.8,72.0,961.0,10.2,53.27,1.98,290.1,0.0,0.0
2129,2022-12-28 17:00:00+00:00,126.2,80.1,40.0,35.3,70.0,994.0,9.55,55.52,1.84,298.5,0.0,0.0
2130,2022-12-28 18:00:00+00:00,127.1,82.2,37.4,35.7,67.0,1025.0,9.34,56.71,1.76,309.0,0.0,0.0
2131,2022-12-28 19:00:00+00:00,125.7,82.2,34.7,36.0,66.0,1019.0,8.66,59.37,1.58,316.0,0.0,0.0
2132,2022-12-28 20:00:00+00:00,124.8,82.7,31.9,37.6,65.0,1000.0,8.36,61.01,1.46,315.0,0.0,0.0
2133,2022-12-28 21:00:00+00:00,125.7,83.8,28.9,39.8,63.0,979.0,7.88,62.87,1.38,310.3,0.0,0.0
2134,2022-12-28 22:00:00+00:00,125.7,84.3,27.1,41.0,62.0,967.0,7.56,64.24,1.37,304.3,0.0,0.0
2135,2022-12-28 23:00:00+00:00,125.7,84.8,25.8,42.0,60.0,957.0,7.32,65.76,1.42,299.6,0.0,0.0
2136,2022-12-29 00:00:00+00:00,127.6,86.1,26.9,43.6,59.0,1009.0,7.07,67.24,1.44,294.2,0.0,0.0
2137,2022-12-29 01:00:00+00:00,128.1,86.8,29.8,43.3,55.0,1077.0,6.96,68.12,1.48,287.3,0.0,0.0
